agency_code,avg_size_00_SAR,avg_size_01_SAR,avg_size_02_SAR,avg_size_03_SAR,avg_size_04_SAR,avg_size_05_SAR,avg_size_06_SAR,avg_size_07_SAR,avg_size_08_SAR,avg_size_Biology_SAR,avg_size_English II_SAR,avg_size_Math I_SAR
920348,,,,,,,,,,22.0,14.0,17.0
920352,,,,,22.0,22.0,,,,,,
920356,,,,,,,21.0,22.0,21.0,,,26.0
920358,19.0,17.0,19.0,19.0,21.0,21.0,,,,,,
920360,,,,,,,23.0,23.0,24.0,,,24.0
920362,17.0,15.0,16.0,20.0,18.0,22.0,,,,,,
920364,15.0,11.0,19.0,17.0,25.0,32.0,,,,,,
920368,,,,,,,,,,26.0,21.0,17.0
920369,26.0,19.0,19.0,16.0,27.0,26.0,,,,,,
920370,,,,,,,21.0,16.0,21.0,,,26.0
920376,19.0,16.0,19.0,19.0,23.0,22.0,,,,,,
920380,22.0,17.0,19.0,13.0,16.0,25.0,,,,,,
920381,,,,,,,,16.0,22.0,,,
920384,19.0,17.0,18.0,23.0,24.0,24.0,,,,,,
920386,,,,,,,,,,10.0,14.0,6.0
920388,,,,,,,25.0,25.0,24.0,,,30.0
920390,17.0,15.0,20.0,17.0,25.0,28.0,,,,,,
920391,,,,,,,30.0,28.0,26.0,,,33.0
920393,21.0,19.0,18.0,18.0,22.0,24.0,,,,,,
920394,,,,,,,23.0,26.0,26.0,,,24.0
920396,22.0,18.0,16.0,18.0,22.0,25.0,,,,,,
920398,17.0,18.0,21.0,17.0,24.0,25.0,,,,,,
920399,,,,,,,17.0,16.0,15.0,,,16.0
920400,,,,,,,20.0,20.0,20.0,,,27.0
920402,,,,,,,18.0,19.0,20.0,,,23.0
920403,,,,,17.0,22.0,,,,,,
920404,,,,,,,21.0,23.0,22.0,,,32.0
920408,,,,,,,18.0,22.0,19.0,,,28.0
920410,,,,,,,18.0,22.0,22.0,,,24.0
920411,,,,,,,,,,19.0,23.0,18.0
920412,,,,,,,,,,25.0,21.0,13.0
920413,20.0,19.0,17.0,21.0,25.0,24.0,,,,,,
920414,19.0,19.0,18.0,18.0,23.0,29.0,,,,,,
920415,,,,,20.0,23.0,,,,,,
920416,19.0,16.0,21.0,19.0,22.0,25.0,,,,,,
920417,20.0,19.0,19.0,19.0,25.0,30.0,,,,,,
920420,18.0,20.0,15.0,18.0,25.0,22.0,,,,,,
920424,,,,,,,24.0,27.0,28.0,,,34.0
920428,,,,,,,,,,26.0,23.0,16.0
920436,,,,,,,,,,23.0,22.0,22.0
920439,18.0,17.0,20.0,18.0,29.0,23.0,,,,,,
920440,19.0,19.0,18.0,18.0,25.0,21.0,,,,,,
920441,,,,,,,,,,30.0,19.0,25.0
920442,21.0,19.0,17.0,18.0,23.0,23.0,15.0,15.0,18.0,,,20.0
920443,19.0,19.0,19.0,17.0,27.0,27.0,,,,,,
920444,,,,,,,28.0,27.0,28.0,,,30.0
920445,,,,,,,,,,27.0,25.0,27.0
920446,19.0,20.0,20.0,16.0,19.0,18.0,,,,,,
920447,20.0,19.0,18.0,16.0,21.0,22.0,,,,,,
920448,20.0,18.0,19.0,16.0,22.0,23.0,,,,,,
920449,17.0,17.0,18.0,20.0,28.0,26.0,,,,,,
920450,,,,,,,24.0,25.0,26.0,,,31.0
920451,19.0,17.0,14.0,18.0,18.0,22.0,,,,,,
920452,18.0,21.0,18.0,20.0,25.0,23.0,,,,,,
920453,14.0,19.0,19.0,20.0,19.0,22.0,,,,,,
920454,16.0,20.0,18.0,19.0,27.0,29.0,,,,,,
920455,,,,,,,,,,28.0,21.0,17.0
920456,18.0,20.0,20.0,18.0,24.0,25.0,,,,,,
920457,19.0,16.0,19.0,14.0,29.0,31.0,,,,,,
920458,,,,,,,23.0,23.0,30.0,,,36.0
920459,22.0,16.0,18.0,19.0,31.0,32.0,,,,,,
920460,14.0,16.0,19.0,18.0,21.0,21.0,,,,,,
920464,17.0,11.0,11.0,15.0,14.0,20.0,,,,,,
920466,,,,,,,,,,25.0,25.0,24.0
920467,18.0,20.0,18.0,18.0,22.0,22.0,,,,,,
920468,16.0,18.0,19.0,19.0,27.0,24.0,,,,,,
920469,18.0,18.0,19.0,21.0,26.0,21.0,,,,,,
920470,16.0,17.0,19.0,20.0,25.0,23.0,,,,,,
920471,,,,,,,29.0,26.0,30.0,,,32.0
920472,,,,,,,21.0,18.0,19.0,,,27.0
920473,,,,,,,,,,26.0,28.0,19.0
920474,19.0,17.0,14.0,18.0,25.0,22.0,,,,,,
920476,20.0,20.0,19.0,18.0,17.0,16.0,,,,,,
920480,17.0,17.0,18.0,18.0,23.0,20.0,,,,,,
920484,,,,,,,24.0,23.0,27.0,,,33.0
920488,18.0,17.0,20.0,18.0,22.0,23.0,,,,,,
920492,,,,,,,25.0,23.0,23.0,,,27.0
920494,20.0,19.0,19.0,19.0,23.0,23.0,,,,,,
920495,,,,,,,,,,27.0,27.0,21.0
920496,,,,,18.0,19.0,,,,,,
920500,,,,,,,,,,15.0,14.0,22.0
920501,19.0,18.0,19.0,18.0,27.0,26.0,,,,,,
920502,,,,,,,22.0,23.0,23.0,,,29.0
920504,18.0,19.0,14.0,19.0,21.0,22.0,,,,,,
920506,,,,,,,21.0,22.0,18.0,,,21.0
920508,,,,,,,16.0,18.0,19.0,,,
920512,,,,,,,25.0,22.0,22.0,,,28.0
920514,18.0,18.0,19.0,18.0,19.0,22.0,,,,,,
920516,21.0,19.0,13.0,20.0,23.0,23.0,,,,,,
920518,,,,,,,,,,16.0,14.0,20.0
920520,20.0,21.0,18.0,21.0,23.0,25.0,,,,,,
920521,18.0,19.0,12.0,14.0,30.0,23.0,,,,,,
920522,20.0,16.0,19.0,14.0,21.0,21.0,,,,,,
920523,18.0,20.0,14.0,15.0,17.0,18.0,,,,,,
920524,18.0,15.0,22.0,22.0,26.0,17.0,,,,,,
920525,19.0,17.0,18.0,12.0,17.0,14.0,,,,,,
920526,,,,,,,,,,31.0,31.0,21.0
920528,,,,,,,,,,9.0,7.0,7.0
920529,,,,,,,23.0,25.0,23.0,,,28.0
920530,20.0,21.0,19.0,21.0,25.0,25.0,,,,,,
920531,16.0,21.0,19.0,19.0,24.0,26.0,,,,,,
920532,,,,,18.0,16.0,,,,,,
920533,19.0,19.0,20.0,17.0,26.0,28.0,,,,,,
920536,14.0,14.0,13.0,18.0,22.0,25.0,,,,,,
920540,21.0,17.0,17.0,20.0,23.0,29.0,,,,,,
920542,17.0,19.0,19.0,19.0,26.0,26.0,,,,,,
920543,21.0,16.0,,18.0,23.0,24.0,,,,,,
920544,14.0,16.0,19.0,20.0,26.0,25.0,,,,,,
920545,,,,,,,24.0,22.0,23.0,,,30.0
920546,,,,,,,,,,26.0,19.0,17.0
920547,22.0,22.0,19.0,20.0,26.0,25.0,,,,,,
920548,21.0,22.0,22.0,20.0,29.0,22.0,,,,,,
920549,,,,,,,26.0,25.0,23.0,,,23.0
920550,18.0,19.0,16.0,16.0,16.0,22.0,,,,,,
920551,,,,,,,23.0,18.0,24.0,,,28.0
920552,,,,,,,,,,26.0,18.0,17.0
920554,18.0,19.0,19.0,20.0,21.0,22.0,,,,,,
920556,,,,,,,,,,9.0,10.0,14.0
920557,18.0,18.0,15.0,18.0,29.0,26.0,,,,,,
920560,17.0,11.0,19.0,17.0,20.0,23.0,,,,,,
920562,,,,,,,,,,17.0,17.0,15.0
920564,18.0,15.0,18.0,15.0,21.0,27.0,,,,,,
920568,16.0,16.0,20.0,16.0,19.0,27.0,,,,,,
920569,18.0,18.0,19.0,18.0,25.0,27.0,,,,,,
920570,19.0,18.0,18.0,20.0,27.0,25.0,,,,,,
920571,17.0,16.0,19.0,18.0,25.0,21.0,,,,,,
920572,22.0,17.0,18.0,20.0,24.0,27.0,,,,,,
920576,18.0,19.0,19.0,22.0,22.0,29.0,,,,,,
920580,16.0,17.0,18.0,18.0,28.0,24.0,,,,,,
920581,,,,,,,,,,21.0,35.0,24.0
920582,,,,,,,,,,19.0,19.0,9.0
920583,,,,,,,,,,21.0,27.0,16.0
920584,18.0,22.0,18.0,18.0,26.0,25.0,,,,,,
920585,,,,,,,22.0,16.0,16.0,15.0,15.0,17.0
920586,,,,,,,27.0,26.0,21.0,25.0,14.0,17.0
920588,,,,,,,,,,27.0,28.0,17.0
920592,,,,,,,22.0,25.0,28.0,,,29.0
920593,21.0,22.0,22.0,19.0,28.0,25.0,,,,,,
920594,,,,,,,27.0,25.0,25.0,,,27.0
920595,,,,,,,,,,20.0,27.0,24.0
920596,20.0,18.0,16.0,18.0,22.0,21.0,,,,,,
920597,19.0,20.0,18.0,16.0,22.0,17.0,,,,,,
920598,19.0,20.0,17.0,17.0,26.0,27.0,,,,,,
920599,,,,,20.0,19.0,,,,,,
920600,18.0,18.0,20.0,21.0,25.0,29.0,,,,,,
920601,,,,,,,25.0,24.0,25.0,,,30.0
920604,,,,,,,23.0,22.0,24.0,,,29.0
920606,18.0,18.0,17.0,19.0,21.0,21.0,,,,,,
920607,,,,,,,28.0,29.0,26.0,,,31.0
920608,,,,,,,23.0,21.0,22.0,,,26.0
920614,19.0,19.0,18.0,21.0,21.0,31.0,,,,,,
920616,19.0,13.0,17.0,15.0,21.0,22.0,,,,,,
920618,22.0,17.0,18.0,19.0,28.0,29.0,,,,,,
920620,22.0,21.0,17.0,18.0,23.0,24.0,,,,,,
920624,20.0,19.0,21.0,20.0,24.0,22.0,,,,,,
920626,21.0,19.0,17.0,22.0,22.0,25.0,,,,,,
920628,20.0,20.0,20.0,17.0,21.0,28.0,,,,,,
920632,18.0,22.0,18.0,18.0,27.0,24.0,,,,,,
920636,,,,,,,24.0,19.0,22.0,,,24.0
920LEA,19.666666666666668,18.333333333333332,17.666666666666668,18.0,23.0,23.666666666666668,21.75,20.75,21.25,20.0,19.0,20.8
92B000,,,,,,,,,,,,17.0
92D000,,,,,,,,,,,,13.0
92E000,,,,,,,,,,,,14.0
92F000,,,,,,,,,,19.0,19.0,21.0
92G000,,,,,,,,,,21.0,17.0,25.0
92K000,,,,,,,,,,20.0,20.0,17.0
92N000,,,,,,,,,,,,13.0
92P000,,,,,,,,,,12.0,15.0,13.0
92S000,,,,,,,,,,,,17.0
92T000,,,,,,,,,,22.0,17.0,17.0
92U000,,,,,,,,,,17.0,16.0,11.0
92V000,,,,,,,,,,,,28.0
92W000,,,,,,,,,,,,23.0
92Y000,,,,,,,,,,,,17.0
930330,21.0,16.0,23.0,18.0,17.0,20.0,,,,,,
930340,20.0,21.0,20.0,18.0,10.0,17.0,12.0,14.0,14.0,,,
930344,18.0,17.0,23.0,15.0,14.0,28.0,,,,,,
930348,21.0,20.0,20.0,19.0,28.0,22.0,,,,,,
930352,,,,,,,,,,13.0,12.0,16.0
930354,,,,,,,19.0,20.0,14.0,,,18.0
930360,,,,,,,,,,11.0,11.0,13.0
930700,,,,,,,,,,8.0,12.0,17.0
930LEA,20.0,19.333333333333332,21.333333333333332,17.666666666666668,15.666666666666666,20.666666666666668,15.666666666666666,17.0,14.0,11.0,12.0,16.333333333333332
93A000,,,,,,,,,,15.0,16.0,12.0
93L000,,,,,,,,,,6.0,7.0,5.0
940308,,,,,,,,,,7.0,,14.0
940314,,,,,18.0,20.0,,,,,,
940316,,,,,,,,,,17.0,14.0,17.0
940328,,,,,,,19.0,18.0,19.0,,,13.0
940330,,,,,,,,,,13.0,8.0,6.0
940LEA,,,,,18.0,20.0,19.0,18.0,19.0,11.666666666666666,11.0,13.0
94Z000,,,,,,,,,,18.0,20.0,17.0
950308,11.0,14.0,22.0,16.0,19.0,13.0,17.0,13.0,11.0,,,
950312,12.0,21.0,13.0,17.0,14.0,19.0,18.0,19.0,17.0,,,18.0
950316,13.0,14.0,14.0,16.0,16.0,16.0,18.0,15.0,,,,
950320,15.0,18.0,15.0,16.0,14.0,19.0,24.0,23.0,16.0,,,9.0
950322,17.0,20.0,15.0,16.0,22.0,22.0,22.0,20.0,20.0,,,26.0
950324,18.0,19.0,21.0,14.0,20.0,,12.0,17.0,12.0,,,6.0
950328,21.0,18.0,22.0,19.0,20.0,21.0,18.0,20.0,13.0,,,12.0
950332,16.0,16.0,19.0,15.0,22.0,20.0,22.0,22.0,19.0,,,14.0
950336,,,,,,,,,,15.0,16.0,14.0
950338,,,,,,,,,,7.0,8.0,5.0
950LEA,15.0,18.0,18.0,16.0,18.0,19.0,19.0,19.0,15.0,11.0,12.0,12.333333333333334
960312,,,,,,22.0,22.0,21.0,24.0,,,24.0
960314,20.0,19.0,17.0,19.0,26.0,,,,,,,
960316,19.0,16.0,21.0,20.0,24.0,,,,,,,
960318,,,,18.0,20.0,19.0,,,,,,
960324,,,,,,,,,,21.0,22.0,20.0
960326,,,,,,,13.0,10.0,11.0,,,
960329,20.0,17.0,19.0,19.0,25.0,25.0,,,,,,
960330,,,,,,,,,,15.0,23.0,21.0
960331,,,,,,,21.0,22.0,21.0,,,28.0
960334,17.0,19.0,20.0,15.0,19.0,16.0,,,,,,
960335,,,,,,,,,,14.0,15.0,13.0
960336,17.0,17.0,17.0,18.0,27.0,,,,,,,
960338,,,,,,21.0,22.0,18.0,20.0,,,24.0
960340,,,,,,18.0,25.0,20.0,27.0,,,12.0
960344,18.0,18.0,20.0,18.0,21.0,,,,,,,
960348,,,,,,20.0,16.0,20.0,26.0,,,23.0
960360,,,,,,,24.0,21.0,23.0,,,30.0
960370,18.0,19.0,17.0,16.0,25.0,24.0,,,,,,
960372,,,,,,,,,,16.0,20.0,20.0
960374,,,,,,,21.0,22.0,22.0,,,30.0
960380,,,,,,,,,,20.0,20.0,18.0
960382,21.0,20.0,17.0,17.0,20.0,,,,,,,
960386,,,,,,,,,,16.0,17.0,18.0
960387,,,,,,24.0,24.0,27.0,25.0,,,31.0
960388,17.0,17.0,17.0,18.0,22.0,27.0,,,,,,
960390,20.0,20.0,21.0,,,,,,,,,
960450,19.0,19.0,21.0,21.0,24.0,26.0,,,,,,
960454,23.0,19.0,21.0,19.0,,24.0,,,,,,
960488,,,,,,,,,,12.0,6.0,11.0
960490,,,,,,,,,,13.0,16.0,16.0
960700,,,,,,,22.0,22.0,21.0,22.0,22.0,22.0
960LEA,19.0,18.0,19.0,18.0,23.0,22.0,21.333333333333332,20.666666666666668,21.666666666666668,16.75,16.25,19.4
970308,21.0,19.0,21.0,18.0,23.0,16.0,,,,,,
970310,12.0,22.0,20.0,16.0,18.0,15.0,,,,,,
970312,16.0,13.0,15.0,17.0,15.0,11.0,,,,,,
970315,,,,,,,21.0,21.0,22.0,,,20.0
970320,,,,,,,,,,18.0,17.0,23.0
970322,,,,,,,19.0,21.0,16.0,,,14.0
970337,19.0,18.0,18.0,19.0,20.0,19.0,,,,,,
970340,19.0,18.0,16.0,14.0,15.0,13.0,,,,,,
970344,18.0,13.0,14.0,18.0,16.0,15.0,,,,,,
970348,20.0,19.0,17.0,13.0,23.0,20.0,,,,,,
970352,17.0,13.0,19.0,17.0,14.0,21.0,,,,,,
970356,,,,,,,,,,17.0,17.0,18.0
970358,,,,,,,21.0,21.0,18.0,,,11.0
970360,10.0,18.0,20.0,19.0,18.0,19.0,,,,,,
970368,13.0,18.0,14.0,19.0,11.0,26.0,,,,,,
970370,18.0,16.0,19.0,11.0,13.0,18.0,,,,,,
970376,13.0,11.0,17.0,,,,,,,,,
970388,,,,,,,,,,16.0,17.0,19.0
970389,,,,,,,21.0,21.0,20.0,,,23.0
970390,,,,,,,,,,21.0,20.0,20.0
970392,20.0,19.0,20.0,18.0,15.0,20.0,,,,,,
970393,,,,,,,,,,15.0,18.0,12.0
970LEA,17.0,17.0,18.0,17.0,17.0,18.0,21.0,21.0,19.0,17.0,18.0,17.666666666666668
980308,21.0,19.0,17.0,20.0,18.0,20.0,,,,,,
980317,,,,,,,15.0,16.0,17.0,,,19.0
980318,,,,,,,,,,16.0,18.0,12.0
980320,18.0,17.0,17.0,18.0,15.0,29.0,,,,,,
980324,,,,,,,24.0,27.0,26.0,,,23.0
980336,,,,,,,,,,21.0,20.0,21.0
980338,,,,,,,21.0,19.0,23.0,,,27.0
980340,20.0,21.0,18.0,19.0,26.0,18.0,,,,,,
980342,,,,,,,,,,21.0,24.0,25.0
980344,19.0,16.0,19.0,19.0,24.0,22.0,,,,,,
980348,16.0,20.0,18.0,15.0,16.0,30.0,,,,,,
980352,21.0,21.0,20.0,18.0,28.0,19.0,,,,,,
980356,17.0,17.0,22.0,18.0,17.0,22.0,,,,,,
980357,16.0,22.0,22.0,17.0,22.0,17.0,,,,,,
980360,18.0,19.0,22.0,22.0,24.0,24.0,,,,,,
980364,22.0,18.0,17.0,21.0,20.0,22.0,,,,,,
980380,,,,,,,21.0,21.0,28.0,,,15.0
980384,,,,,,,29.0,25.0,25.0,,,29.0
980388,18.0,18.0,23.0,20.0,16.0,19.0,,,,,,
980390,,,,,,,23.0,22.0,19.0,,,21.0
980392,15.0,16.0,13.0,19.0,20.0,23.0,,,,,,
980396,18.0,16.0,16.0,19.0,21.0,23.0,,,,,,
980397,,,,,,,,,,17.0,20.0,18.0
980398,,,,,,,,,,13.0,17.0,16.0
980400,15.0,17.0,18.0,16.0,24.0,22.0,,,,,,
980LEA,18.0,18.0,19.0,19.0,21.0,22.0,22.0,22.0,23.0,18.0,20.0,20.333333333333332
98A000,,,,,,,,,,,,14.0
98B000,,,,,,,,,,10.0,10.0,16.0
990304,16.0,19.0,18.0,20.0,19.0,18.0,22.0,,,,,
990308,15.0,19.0,16.0,13.0,16.0,19.0,15.0,,,,,
990312,20.0,18.0,21.0,22.0,28.0,22.0,19.0,,,,,
990316,21.0,12.0,16.0,21.0,14.0,17.0,20.0,,,,,
990320,14.0,20.0,18.0,18.0,19.0,21.0,16.0,,,,,
990321,,,,,,,,20.0,20.0,,,26.0
990322,,,,,,,,,,21.0,20.0,17.0
990324,15.0,16.0,21.0,12.0,17.0,18.0,22.0,,,,,
990325,,,,,,,,20.0,19.0,,,21.0
990326,,,,,,,,,,18.0,18.0,19.0
990328,10.0,11.0,,11.0,20.0,17.0,17.0,,,,,
990332,,,,,,,,,,14.0,15.0,15.0
990336,19.0,18.0,19.0,19.0,20.0,24.0,20.0,,,,,
990340,,,,,,,,,,6.0,5.0,6.0
990LEA,16.25,17.5,18.25,17.5,19.0,19.75,19.5,20.0,20.0,13.0,12.666666666666666,16.0
995304,17.0,21.0,19.0,22.0,19.0,15.0,,,,,,
995308,19.0,,10.0,,,,,,,,,
995312,19.0,16.0,19.0,17.0,20.0,19.0,,,,,,
995316,,,,,,,17.0,17.0,15.0,,,20.0
995320,21.0,18.0,16.0,18.0,12.0,20.0,,,,,,
995324,,,,,,,15.0,18.0,19.0,,,21.0
995328,18.0,22.0,21.0,21.0,14.0,36.0,,,,,,
995330,,,,,,,,,,14.0,14.0,15.0
995336,16.0,19.0,17.0,17.0,20.0,25.0,,,,,,
995LEA,18.0,19.0,17.0,19.0,17.0,23.0,16.0,18.0,17.0,14.0,14.0,18.0
NC-SEA,16.5,18.25,17.5,17.5,18.75,20.4,20.333333333333332,19.2,18.0,16.333333333333332,16.25,18.333333333333332
